settlment_type,oblast,rajon_1941,settlment_name,lat,lon,descr,size,color
село,Дрогобицька,"
Стрілківський","
Стрілки",49.3269549,22.9743522,дати існування невідомі,-9999,-9999
місто,Дрогобицька,"
Судово-Вишнянський",Судова Вишня,49.790527600000004,23.369944600000004,дати існування невідомі,-9999,-9999
місто,Дрогобицька,"
Туркський",Турка,49.156484000000006,23.028588,,-9999,-9999
місто,Дрогобицька,"
Ходорівський",Ходорів,49.407773600000006,24.3079782,,-9999,-9999
місто,Житомирська,,Коростень,50.953213500000004,28.645754399999998,"Усе місцеве єврейське населення зігнали на вулицю Петровську, вивозили до школи №5, а звідти - на розстріл.",-9999,-9999
місто,Житомирська,,Новоград-Волинський,50.5860203,27.636377500000002,,-9999,-9999
місто,Житомирська,,Новоград-Волинський,50.5860203,27.636377500000002,,-9999,-9999
місто,Житомирська,,Бердичів,49.910659100000004,28.590031300000003,"Із Янушполя, Козятина і Андрушівки до гетто привезли близько семи тисяч осіб. До березня 1942 року гетто було розташоване в районі базару та прилеглих вулиць. 15-16 вересня 1941 року розстріляно 15 тисяч в'язнів. До початку літа 1943 року розстріляли усіх ув'язнених.",-9999,15000
місто,Житомирська,,Бердичів,49.910659100000004,28.590031300000003,,-9999,-9999
місто,Житомирська,Дзержинський,Дзержинськ,48.397287299999995,37.855245000000004,,-9999,-9999
місто,Житомирська,Дзержинський,Миропіль,50.106893400000004,27.707766499999998,Табір був розташований на станції Миропіль.,-9999,-9999
місто,Житомирська,Радомишильський,Радомишль,50.4965282,29.2337369,"В гетто в районі вулиць Рози Люксембург і Карла Лібкнехта переселили усе місцеве єврейське населення. К.Лібкнехта, серпень 1941",-9999,-9999
село,Житомирська,Чуднівський,Турчинівка,50.031707,28.2666918,,-9999,-9999
селище,Житомирська,Чуднівський, Чуднів,50.055693,28.1177,,-9999,-9999
місто,Запорізька,,Запоріжжя,47.8388,35.139567,Тюрма була підпорядкована Запорізькому штаткомісаріату ,-9999,-9999
місто,Запорізька,," Осипенко
(Бердянськ)",46.7577335,36.7747601,"Концтабір Осипенківського заводу №49. 
На початку серпня 1943 туди привезли
заарештованих активістів з Андріївського району
",-9999,-9999
місто,Запорізька,Мелітопольський,Мелітополь,46.8550216,35.3586996,,-9999,-9999
місто,Запорізька,Мелітопольський,Мелітополь,46.8550216,35.3586996,,-9999,-9999
село,Запорізька,Мелітопольський,Костянтинівка,48.5239429,37.7075811,,-9999,-9999
село,Запорізька,Якимівський,Якимівка,46.6974533,35.165005,У листопаді всіх в'язнів відправили до Німеччини на примусові роботи,-9999,-9999
місто,Ізмаїльська,,Білгород-Дністровський,46.1854516,30.3414908,Табори для цивільного населення були розташовани у 30-60 км від міста,-9999,-9999
місто,Ізмаїльська,,Ізмаїл,45.3501944,28.8501919,Табір примусової праці був розташований у Барашинському лісі ,-9999,-9999
місто,Ізмаїльська,Кілійський,Кілія,45.465074200000004,29.248030800000002,"В серпні-вересні 1941-го вбито 281 чоловіка
",-9999,281
місто,Ізмаїльська,Ренійський,Рені,45.457057,28.2888529,"Трудовий табір був розташований по Галицькому шосе, на околиці міста",-9999,-9999
село,Ізмаїльська,Тарутинський,Серпневе,46.300564200000004,29.0225101,,-9999,-9999
місто,Кам'янець-Подільська ,,Кам'янець-Подільський (до 1944 - Кам'янець-Подільськ),48.696716200000004,26.5825364,,-9999,-9999
місто,Кам'янець-Подільська ,,Кам'янець-Подільський (до 1944 - Кам'янець-Подільськ),48.696716200000004,26.5825364,,-9999,-9999
село,Кам'янець-Подільська ,Антонинський,Антонини,49.809543,26.873763500000003,,-9999,-9999
село,Кам'янець-Подільська ,,Орлинці,50.0389024,27.2576131,,-9999,-9999
село,Кам'янець-Подільська ,Базалійський,Базалія,49.7121717,26.467926300000002,,-9999,-9999
село,Кам'янець-Подільська ,Вовковинецький,Радівці,49.171187100000004,27.7194332,,-9999,-9999
смт.,Кам'янець-Подільська ,Дунаєвецький,Дунаївці,48.8957041,26.861818,,-9999,-9999
село,Кам'янець-Подільська ,Красилівський,Кульчини,49.7539099,26.898086100000004,,-9999,-9999
смт.,Кам'янець-Подільська ,Летичівський,Летичів,49.385028000000005,27.6242251,У вересні 1942 року розстріляно 3 тисячі осіб,-9999,3000
смт.,Кам'янець-Подільська ,Меджибіжський,Меджибіж,49.4389042,27.4042153,"З 21 серпня до 10 жовтня 1942 року на північ від села Меджибіж, поблизу дороги в село Русанівці, було розстріляно 2558 чоловіків.",-9999,2558
місто,Кам'янець-Подільська ,"
Старо-Костянтинівський ",Старо-Костянтинів ,49.7546828,27.2121595,"У приміщенні собору та військкомату
розстріляно приблизно 10 тис.чоловіків",-9999,10000
село,Кам'янець-Подільська ,"
Старо-Костянтинівський ",Капустин,49.830329,27.170296,,-9999,-9999
місто,Кам'янець-Подільська ,"
Теофіпольський","
Теофіполь",49.8399541,26.417099,,-9999,-9999
місто,Кам'янець-Подільська ,"
Шепетівський","
Шепетівка",50.1757487,27.0559924,"Табір для цивільного населення, куди відправляли за адміністративні правопорушення",-9999,-9999
село,Кам'янець-Подільська ,"
Ярмолинецький","Косогірка
(Фрамполь)",49.0957193,26.7466963,,-9999,-9999
село,Кам'янець-Подільська ,"
Ярмолинецький",Шарівка,50.021404,35.4388228,,-9999,-9999
місто,Київська,,Київ,50.4501,30.5234,"У дворі артскладу біля Києво-Печерської Лаври з кінця 1941 року до осені 1942 року утримували євреїв - 75-80 осіб, можливо із західних областей України. Вони працювали на городі для німецької частини СС, восени 1942 року їх розстріляли.
Також взимку 1942 року розстриляли 500-600 осіб (за різними даними) - полонених та євреїів. ",-9999,600
місто,Київська,,Черкаси,49.444433000000004,32.059767,,-9999,-9999
місто,Київська,Білоцерківський,Біла Церква,49.7967977,30.1310853,У тюрмі на вулиці Підвальні було розстріляно 400 осіб. ,-9999,400
місто,Київська,Звенигородський,Звенигородка,49.076206400000004,30.9699903,У концтаборі неподалік міста Звенигородки було знищено до 1500 осіб ,-9999,1500
село,Київська,Катеринопільський,Єрки,48.980236700000006,31.002114399999996,Всі ув'язнені знищені,-9999,-9999
село,Київська,Рокитнянський,Бушеве (Прусси),49.638530200000005,30.596133899999998,В таборі утримували військовополонених та цивільне населення,-9999,-9999
місто,Київська,Смілянський,"Сміла
(ст.ім.Шевченка)",49.2020265,31.8971065,,-9999,-9999
місто,Київська,Уманський,Умань,48.7493927,30.2214499,"У приміщенні школи був пересильний табір для громадян, яких примусово вивозили до Німеччини. 
",-9999,-9999
місто,Кіровоградська,,Кіровоград,48.507933,32.262316999999996,"Тюрма СД, що діяла з серпня 1941 року. ",-9999,-9999
,,,Кіровоград,48.507933,32.262316999999996,Кущовський концтабір,-9999,-9999
село,Кіровоградська,Маловисківський,Мала Виска,48.6435934,31.6294299,"Табір був розташований в конюшнях Маловиськівського цукрового заводу, ув'язнені працювали на благоустрої доріг",-9999,-9999
місто,Кіровоградська,Новомиргородський,"Новомиргород
(Златопіль)",48.8151909,31.6485227,"У лісі поблизу Златополя в таборі
утримували євреїв",-9999,-9999
село,Кіровоградська,Новомиргородський,Кам'янка,49.0306474,32.115093300000005,"У таборі для євреїв, організованому наприкінці грудня 1941 року, знищено понад 400 осіб",-9999,400
смт.,Кіровоградська,Онуфріївський,Павлиш,48.9181905,33.3541538,,-9999,-9999
місто,Львівська,,Львів,49.839683,24.029717,"Концтабір на вул.Янівській був створений у листопаді 1941 року. В'язні працювали на підприємстві «Deutsche Ausrüstungswerke», там було знищено до 60 тисяч осіб. Табір існував до червня 1944 року.",-9999,60000
місто,Львівська,,Львів,49.839683,24.029717,"Табір СС в Сокольниках був створений через три місяці після приходу німців, туди відправляли тих, хто відмовлявся працювати. ",-9999,-9999
місто,Львівська,,Львів,49.839683,24.029717,"За опитуванням одного свідка. Його перевели до тюрми
після арешту українською поліцією за
підпільну боротьбу, знах. по вул.Лонського, утримувався 4 тижні, потім
відправили до Янівського табору",-9999,-9999
місто,Львівська,Бобрський,Бобрка,49.63768889999999,24.2948622,"Ув'язнених тримали на вулиці Пекарській. Знищено 2510 осіб: 1060 вивезли у табір смерті в Белжець, 1070 - у селі Волде, 80 спалили живцем у гетто.",2510,2510
хутір,Львівська,Бобрський,"Белз, Свірзької с/р",50.3815209,24.0089352,,-9999,-9999
місто,Львівська,Бродівський,Броди,50.0788069,25.1478942,"З грудня 1942 року близько 1 тис. осіб померло від голоду, 6 тисяч - розстріляно. У травні 1943 року ув'язнених вивезли у Белжець, де знищили. ",-9999,7000
місто,Львівська,"Буський
",Буськ,49.9693586,24.6094605,,-9999,-9999
місто,Львівська,Великомостівський,Великі Мости,50.2423275,24.1444885,"Табір створено у травні 1942 року, туди зігнали понад 1600 сімей з усього району. 1400 осіб розстріляли, решту вивезли у табір в місто Рава-Руська. Табір для чоловіків називався також збірним пунктом та пунктом трофеїв. Перша згадка про жіночий табір - на початку вересня 1942 року, остання - у квітні 1943 року. ",-9999,1400
місто,Львівська,Вінниківський,Вінники,49.8122096,24.143555499999998,"У серпні 1942 року у таборі працювали 200 осіб на будівництві шосейної дороги. В'язні працювали на фірмах Хельмута Свєтельського з Лінца та Радебойля. Табір ліквідовано у липні 1943 року, усіх в'язнів (на той час 378 осіб) відправили до Янівського табору у Львові, 105 з них були направлені на роботи, 273 особи розстріляні. ",378,273
село,Львівська,Глинянський,Куровичі,49.767686499999996,24.426070199999998,"Існувало два табори - для чоловіків та для жінок, в'язні виконували будівельні роботи.",-9999,-9999
село,Львівська,Глинянський,с.Якторів (Ясенівка),49.741971299999996,24.561683300000002,В'язні табору працювали на фірму Радебойля,-9999,-9999
місто,Львівська,Городоцький,Городок,50.489934000000005,30.4951873,"На вул.Горлянській утримували 2500 чоловіків-євреїв, усі були знищені за містом у полі.",2500,2500
село,Львівська,Городоцький,Родатичі,49.799354,23.518328,Дати існування невідомі,-9999,-9999
місто,Львівська,Жовківський,"Жовква
(Нестерів)",50.0495802,23.967674600000002,"На майдані Домініканського монастиря і по вул.Туринецькій утримували 5-6 тисяч євреїв (за різними даними ), усі знищені в містах Рава-Руська і Львів. В інших джерелах вказано, що 4 тисячі розстріляли в лісі, інших в'язнів вивезли у концтабори Львова та Рави-Руської",6000,5000
місто,Львівська,Золочівський,Золочів,49.80941,24.901370999999997,2 квітня 1943 року усіх мешканців гетто вивезли до села Єлихівки і розстріляли,-9999,-9999
місто,Львівська,Золочівський,Золочів,49.80941,24.901370999999997,В'язні працювали на будівельну фірму Кнелля та Викліцкі і на фірму Ганса Болера,-9999,-9999
село,Львівська,Золочівський,Єлиховичі,49.8362582,24.931054500000002,,-9999,-9999
село,Львівська,Золочівський,Ляцьке Велике (Червоне),49.8018828,24.7654326,"Табір для комуністів, комсомольців та військовополонених. Також туди привозили євреїв. Хворих в'язнів розстрілювали. Знищено понад 600-1200 осіб, серед них понад 100 осіб померли від голоду. ",-9999,1200
село,Львівська,Золочівський,Плугів,49.7524179,25.0291715,"В селах Казанка і Плугах були табори для
євреїв, там розстрілювали людей. Перша згадка у вересні 1941, остання - у листопаді 1943, в'язні працювали на фірму «Göbeck»",-9999,-9999
місто,Львівська,Кам'янсько-Бузький,Кам'янка-Бузька (до 1944 - Кам'янка - Струмилова),50.099472600000006,24.3454482,"Утримували 5 тисяч осіб. В'язні працювали на фірму Отто Гелля (Кісінген), пізніше усі були знищені. ",5000,5000
смт.,Львівська,Немирівський,Немирів,48.9749521,28.8474081,"Існувало два окремих табори: чоловічий і жіночий, в'язні працювали на організацію Тодта. ",-9999,-9999
смт.,Львівська,Новояричівський,Новий Яричів (до 1944 - Новий-Яричів),49.9017811,24.3032205,"Табір для активістів та єврейського населення був розташований на базарній площі, за колючим дротом, на початку 1942 року. Туди зігнали до 3 тисяч чоловіків, яких розстріляли у лісі за 2-3 км від Нового Яричева. За іншими даними, в таборі утримували до 1500 чоловіків, у гетто - 500 єврейських сімей, всі були розстріляні. В'язні будували дорогу Львів-Броди",3000,3000
смт.,Львівська,Олеський,Олесько,49.9631967,24.895022100000002,"Табір цивільного населення був розташований у приміщенні монастиря, туди звезли 450 чоловіків. В'язні будували дорогу Львів-Броди, пізніше усіх їх розстріляли в червні 1942 року",450,450
смт.,Львівська,Олеський,Сасів,49.8716574,24.9491176,"Табір для чоловіків створили у листопаді 1941 року, утримували 250 чоловіків, вони працювали на каменоломні на фірму Радебойля. Пізніше усіх розстріляли, а бараки спалили. Табір для жінок існував з серпня 1941 року до липня 1943 року. ",-9999,-9999
місто,Львівська,Перемишлянський,Перемишляни,49.6692136,24.5593173,Це була філія табору в Куровичах,-9999,-9999
смт.,Львівська,Підкаміньський,Підкамінь,49.9424223,25.3225884,,-9999,-9999
смт.,Львівська,Поморянський,Поморяни,49.64125670000001,24.932918100000002,"З 1200 в'язнів 1197 було розстріляно в Золочеві та Зборові.
",1200,1197
місто,Львівська,Рава-Руський,Рава-Руська,50.2260935,23.6172155,"У гетто, створеному у 1941 році в центрі міста знищили 14 тисяч євреїв (за іншими даними 18 тисяч), зігнаних з Рави-Руської, Угніва, Немирова, Матеріва. У 1943 році гетто ліквідоване узв'язку зі знищенням майже усіх в'язнів. 630 осіб, що вижили, відправили табору в місто Рата.
У квітні 1943 в місто Рава-Руська перевели табір-гетто з міста Мости-Великі, де утримували 1200 євреїв, усіх знищили в лісі «Борове». ",18000,18000
село,Львівська,Рава-Руський,"Липник, Рава-Руської м/р",50.2004403,23.7046538,"У таборі утримували 1500 євреїв, усіх розстріляли у Седлиському лісі в 1943 році, в'язні працювали в каменоломні.",1500,1500
місто,Львівська,Радехівський,Радехів,50.28369179999999,24.6345078,,-9999,-9999
село,Львівська,Радехівський,Бишів,50.264608,29.8835744,,-9999,-9999
місто,Львівська,Сокальський,Сокаль,50.4863542,24.280155999999998,"Протягом існування гетто там утримували 11585
євреїв, усі знищені. 4300 - у таборі в Белжеці, інші - в гетто. У гетто звозили євреїв з Сокальського району, а також з Радехова, Стоянова, Кам'янки-Струмилової",11585,11585
село,Львівська,Сокольницький,Глинна,49.5872977,25.1785661,"У таборі утримували 228 чоловіків, які працювали на вапняному заводі. З них знищено, за різними даними 203-208 осіб",228,208
місто,Львівська,Яворівський,Яворів,49.9380885,23.388521899999997,Гетто було розташовано у південній частині міста. 5 тисяч в'язнів було розстріляно в лісі та на єврейському кладовищі.,-9999,5000
місто,Миколаївська,,Миколаїв,46.975033,31.994582899999997,,-9999,-9999
місто,Миколаївська,,Миколаїв,46.975033,31.994582899999997,Гетто було розташовано на вулиці Пушкінській,-9999,-9999
село,Миколаївська,Варварівський,Варварівка,48.2726357,33.031763500000004,,-9999,-9999
село,Миколаївська,Варварівський,Сливине,47.003981200000005,31.8523152,У таборі використовували примусову працю ромів та євреїв ,-9999,-9999
село,Миколаївська,Варварівський,Трихати,47.148577200000005,31.8259216,,-9999,-9999
село,Миколаївська,Вознесенський,Таборівка,47.6044746,31.3652842,,-9999,-9999
ст.,Миколаївська,Жовтневий,"Грейгове,
Михайло-Ларинської с/р",47.1145549,32.3034075,,-9999,-9999
село,Миколаївська,Жовтневий,Михайло-Ларине,47.106976700000004,32.2025514,"На території радгоспу Петровське був розташований табір для політв'язнів, там утримували 600-800 осіб",800,-9999
село,Миколаївська,Новоодеський,Нова Одеса,47.309181,31.788393300000003,,-9999,-9999
хутір,Миколаївська,Привільнянський,"Карлівка,
Веселівської с/р",49.4553158,35.1348602,,-9999,-9999
село,Миколаївська,Снігурівський,Снігурівка,47.07537,32.806177500000004,,-9999,-9999
село,Миколаївська,Снігурівський,Снігурівка,47.07537,32.806177500000004,,-9999,-9999
місто,Одеська,,Одеса,46.482526,30.723309499999996,,-9999,-9999
місто,Одеська,,Одеса,46.482526,30.723309499999996,"Точна кількість в'язнів невідома, повідомляється, що їх було тисячі",-9999,-9999
місто,Одеська,,Одеса,46.482526,30.723309499999996,,-9999,-9999
місто,Одеська,Ананьївський,Ананьїв,47.714758,29.9913264,300 з 500 в'язнів було знищено,500,300
місто,Одеська,Ананьївський,Ананьїв,47.714758,29.9913264,,-9999,-9999
місто,Одеська,Балтський,Балта,47.93708710000001,29.6288401,,-9999,-9999
місто,Одеська,Балтський,Балта,47.93708710000001,29.6288401,Розстріляно 57 осіб,-9999,57
смт.,Одеська,Березівський,Березівка,48.8265471,24.6939613,,-9999,-9999
село,Одеська,Березівський,Веселинівка,50.246731200000006,31.2748901,,-9999,-9999
село,Одеська,Березівський,Вікторівка,49.4404506,25.1914215,,-9999,-9999
село,Одеська,Березівський,Владиславка,49.6293001,30.943581899999995,,-9999,-9999
село,Одеська,Березівський,Маринівка,47.771879600000005,30.8807405,,-9999,-9999
село,Одеська,Біляївський,Біляївка,46.4894881,30.2016232,,-9999,-9999
село,Одеська,Біляївський,Вигода,48.9268396,23.917401899999998,,-9999,-9999
село,Одеська,Великоврадіївський,"Велика Врадіївка
(Врадіївка)",47.865897600000004,30.590550399999994,В таборі при райлікарні і МТС знищили близько 30 тисяч осіб,-9999,30000
хутір,Одеська,Великоврадіївський,"Гражданівка,
Іванівської с/р",47.7415769,30.6941738,"У вересні 1941 у відділенні радгоспу
""Шляховий"", у приміщеннях свинарника, коровника та в інших господарських спорудах був табір для цивільного населення. З початком епідемії тифу в'язнів знищили: 2500 осіб розстріляли, 1440 померли від голоду, 1900 - замерзли.",-9999,5840
село,Одеська,Великоврадіївський,Сирове,47.8939887,30.457688,"У квітні 1942, пересильний пункт",-9999,-9999
село,Одеська,Доманівський,Богданівка,50.6273766,30.9164298,"У концтаборі в радгоспі ""Богданівна"" утримували 54-55 тисяч євреїв. До 1 лютого 1942 року було знищено близько 54 тисяч, у тому числі спалено 2 тисячі (з 21 грудня 1941 до 15 січня 1942)",54000,54000
село,Одеська,Доманівський,Доманівка,47.6278904,30.989851,У пересильному таборі утримували 120 тисяч осіб,120000,-9999
село,Одеська,Доманівський,Доманівка,47.6278904,30.989851,Концтабір був розташований у Доманівському районі,-9999,-9999
село,Одеська,Доманівський,Миколаївка,47.5433924,30.7546576,,-9999,-9999
село,Одеська,Доманівський,"Прибужжя
(Акмечетка)",47.671676500000004,31.233186699999997,,-9999,-9999
село,Одеська,Іванівський,Павлинка,46.8136063,30.674780100000003,,-9999,-9999
село,Одеська,Кодимський,Олександрівка,48.961439299999995,32.2318643,,-9999,-9999
село,Одеська,Котовський,"Бірзула
(Любомирка)",47.7649768,29.4824958,,-9999,-9999
село,Одеська,Котовський,Борщі,47.8325958,29.4882724,"На території двору для тварин та колгоспного саду був табір для розміщення пересильних громадян, де утримували близько 1 тис. осіб, знищено до 240 осіб",-9999,240
село,Одеська,Котовський,Затишшя,47.3323687,29.870484,,-9999,-9999
село,Одеська,"Кривоозерський
",Тридуби,48.0746965,30.407852399999996,,-9999,-9999
село,Одеська,Любашівський,Гвоздавка Друга,47.8895536,30.0894739,У таборі померло від тифу та було вбито близько 2 тисяч осіб.,-9999,2000
ст.,Одеська,Любашівський,Любашівка,47.083333,30.033333000000002,,-9999,-9999
ст.,Одеська,Любашівський,Любашівка,47.083333,30.033333000000002,,-9999,-9999
село,Одеська,Любашівський,Ясинове,48.8687925,32.3545977,,-9999,-9999
село,Одеська,Мостівський,Колосівка,47.313323600000004,30.910537800000004,,-9999,-9999
село,Одеська,Мостівський,Мостове,49.9844597,29.2534314,Гетто було розташоване на території Колосовської МТС. 20 грудня 1941 року там було спалено 1500 в'язнів.,-9999,1500
хутір,Одеська,Мостівський,Суха Балка,48.0243502,33.466570000000004,,-9999,-9999
село,Одеська,Овідіопольський,Овідіополь,46.2519995,30.437288199999998,,-9999,-9999
ст.,Одеська,Первомайський,"Голта
(м.Первомайськ)",48.0451251,30.8884315,,-9999,-9999
село,Одеська,Піщанський,Піщана,48.1333922,29.7307261,,-9999,-9999
село,Одеська,Савранський,Саврань,48.1351158,30.077047999999998,,-9999,-9999
село,Одеська,Цебриківський,Цебрикове,47.146983299999995,30.105547899999998,,-9999,-9999
село,Одеська,Чорнянський,Топали,47.6016275,29.297675399999996,,-9999,-9999
село,Одеська,Чорнянський,Чорна,47.617443,29.342042,,-9999,-9999
місто,Полтавська,,Полтава,49.588267,34.5514169,"Концтабір, громадяни надсилалися після
арешту німецькою жандармерією. ",-9999,-9999
місто,Полтавська,,Полтава,49.588267,34.5514169,"По вулиці Фабрикантській, 2 був організований пересильний табір, де утримували 1,5-2 тис. осіб, яких заарештували при облавах та обшуках. Пізніше їх відправляли до Німеччини.",2000,-9999
місто,Полтавська,,Полтава,49.588267,34.5514169,Тюрма була розташована по вулиці Пушкінській,-9999,-9999
місто,Полтавська,Гадяцький,Гадяч,50.367836499999996,33.9796724,,-9999,-9999
місто,Полтавська,Золотоніський,Золотоноша,49.6617919,32.0477111,Табір для цивільного населення був розташований на території військового містечка та військового комісаріату. Там знищено 12750 в'язнів,-9999,12750
місто,Полтавська,Кременчуцький,Кременчук,49.065783,33.410033,"Євреїв зганяли в бараки по вул.
Леніна, 22",-9999,-9999
місто,Полтавська,Лохвицький,Лохвиця,50.3588723,33.2590348,"Утримувалися колишні радянські
та партійні активісти, інші громадяни",-9999,-9999
місто,Полтавська,Лубенський,Лубни,50.0168687,32.9998088,"У таборі для цивільного населення загинуло 19,5 тисяч осіб",-9999,19500
місто,Полтавська,Лубенський,Лубни,50.0168687,32.9998088,,-9999,-9999
село,Полтавська,Лубенський,Солониця,49.9709584,33.0368123,"У будинку школи окупанти утримували
молодь перед відправкою до Німеччини,
катували та розстрілювали",-9999,-9999
місто,Полтавська,Миргородський,Миргород,49.9627279,33.605333200000004,Загинуло 6 тисяч осіб,-9999,6000
с-ще,Полтавська,Опішнянський,Опішня,49.9584184,34.6093416,У таборі перебували арештовані за невиконання розпоряджень окупаційної влади,-9999,-9999
смт.,Полтавська,Пирятинський,Пирятин,50.2394849,32.507092699999994,Вбито 3002 особи,-9999,3002
смт.,Полтавська,Пирятинський,Пирятин,50.2394849,32.507092699999994,,-9999,-9999
місто,Полтавська,Хорольський,Хорол,49.782154299999995,33.2740772,У таборі знищено 53317 осіб - цивільного населення,-9999,53317
село,Полтавська,Чорнухинський,Чорнухи,50.274287,32.9356191,У таборі знищено 2779 осіб,-9999,2779
місто,Рівненська,,Рівне,50.6199,26.251617,"Гетто було розташоване у західній частині міста, між вул.Сталіна і К.Маркса, створене в кінці
1941 року. Там утримували 23 тисячі осіб, усі знищені.",23000,23000
село,Рівненська,Березнівський,Березне,50.999623299999996,26.750678999999998,"За різними даними, в гетто утримували 1-3,6 тисяч осіб. У серпні 1942 року там знищено 3 тисячі осіб.",3680,3000
село,Рівненська,Вербський,Верба,50.279759999999996,25.605304999999998,"Утримували 350 осіб, усі знищені",-9999,350
село,Рівненська,Висоцький,Висоцьк,51.7207636,26.652936800000003,"Знищено понад 2 тис. євреїв (за іншими даними 1,8 тис.)",-9999,2000
село,Рівненська,Володимирецький,Володимирець,51.4238758,26.1385322,В серпні 1942 року розстріляно понад 2 тисячі осіб,-9999,2000
село,Рівненська,Деражнянський,Деражне,50.8611788,26.0419288,,-9999,-9999
місто,Рівненська,Дубнівський,Дубно,50.4009139,25.7590674,У концтаборі утримували близько 600 осіб цивільного населення,600,-9999
місто,Рівненська,Дубнівський,Дубно,50.4009139,25.7590674,"В урочищі Палестина в 1942 році було створене гетто, проіснувало до 1943 року, там утримували 1750 осіб, усі знищені",1750,1750
місто,Рівненська,Дубнівський,Дубно,50.4009139,25.7590674,"У тюрмі на вулиці Боженка утримували військовополонених і євреїв, знищено понад 650 осіб",-9999,650
село,Рівненська,Дубнівський,Варковичі,50.468194700000005,25.958919899999998,Гетто створене у травні 1942 року. 7 жовтня того ж року 2495 євреїв вивезли з гетто в «Піщану яму» (1 км від села Варковичі) і розстріляли,-9999,2495
місто,Рівненська,Здолбунівський,Здолбунів,50.5089112,26.2566443,"У гетто на вулиці Садовій утримували 2 тисячі чоловіків. У жовтні 1942 року з гетто вивезли близько 2-2,5 тисяч (за іншими даними 4,3 тисячі) євреїв і розстріляли в кар'єрах. ",4300,4300
село,Рівненська,Козинський,Козин,50.2277227,30.654125,"Утримували 1100 євреїв. У травні 1942 року німці звозили людей до села Гранівка (3-4 км від Козина), де розстрілювали. У травні розстріляли близько 300 осіб, у жовтні - понад 700.
",1100,1029
місто,Рівненська,Корецький,Корець,50.6227649,27.161445299999997,"Євреїв змушували працювати в лісі, чистити дороги від снігу тощо. В ніч на 21 травня 1942 року в'язнів вивезли в село Козак, де з 21 до 25 травня розстріляли 4500 осіб",-9999,4500
місто,Рівненська,Костопільський,Костопіль,50.8790699,26.4423222,"Перша згадка про гетто на вул. Леніна - у грудні 1941 року, там було розстріляно 2300 осіб. Остання - у лютому 1944 року. За іншими даними, в гетто утримували 4 тисячі осіб, всіх убито.
утримувалося 4 тис. чол., усі знищені",4000,4000
село,Рівненська,Млинівський,Млинів,50.507764200000004,25.6110773,"Утримували 2 тис. євреїв, з них 980 осіб розстріляно в яру, в одному кілометрі від міста, 520 вбито в таборі у травні-вересні 1942 року",2000,2500
село,Рівненська,Млинівський,Смордва,50.4703481,25.540791,"У Смордовському таборі перебували євреї та військовополонені
остання - у вересні 1943",-9999,-9999
село,Рівненська,Олександрійський,Олександрія,48.663270399999995,33.0967875,"Гетто, створене у вересні 1942 року, було розташоване на вулиці вздовж річки Горинь.
У жовтня 1942 на площі в селі Олександрія утримували 900 євреїв",900,-9999
місто,Рівненська,Острозький,Острог,50.3279292,26.521108,"У гетто на вулиці Вілбівнівській утримували 3,5-6,4 тисячі осіб (за різними даними). Усі в'язні розстріляні.",6400,6400
село,Рівненська,Рафалівський,Рафалівка,51.3080784,25.9991076,"В гетто утримували 3 тисячі євреїв, 29 серпня 1942 року розстріляли понад 2,7 тис. осіб. В'язнів запрягали у підводи для перевезення вантажів.",3000,2700
місто,Рівненська,Сарненський,Сарни,51.3456549,26.601983,"Це був табір смерті для євреїв, де утримували, за різними даними від 6-7 тисяч осіб до 13-18 тисяч. Усіх в'язнів розстріляли у лісі, в 1,5 км на північний захід від міста",-9999,18000
село,Рівненська,Соснівський,"Соснове
(Людвиполь)",50.82396129999999,27.001019,,-9999,-9999
село,Рівненська,Степанський,Степань,51.133376500000004,26.306235700000002,"У цьому таборі ув'язнені будували міст, це були люди, які не поїхали на роботи в Німеччину, а також ті, хто не виконував плани поставок продовольства",-9999,-9999
місто,Рівненська,Степанський,Степань,51.133376500000004,26.306235700000002,"За різними даними, утримували 2-3 тисячі осіб, з них знищено 1,5-2,5 тисячі. Їх розстріляли у селі Корчев'я Костопільського району",2000-3000,1500-3000
село,Рівненська,Тучинський,Тучин,50.7044223,26.5739783,"З п'яти тисяч в'язнів вбито 3830 осіб
",5000,3830
село,Рівненська,Тучинський,Шубків,50.7045293,26.527965000000002,"Усіх ув'язнених спалили заживо, їх було 550 осіб. Табір називався «Шубків»",550,550
місто,Рівненська,Червоноармійський,Червоноармійськ (Радивилів),50.1285011,25.2530313,"У місті існувало два гетто. В першому утримували 3 тисячі осіб, там беребували люди похилого віку, жінки, діти. З них розстріляли 2300 осіб. У другому гетто утримували чоловіків і жінок, здатних працювати, там вбили 160 осіб",4350,2460
місто,Сталінська,,Горлівка,48.3071,38.029633000000004,Біля станції Микитівка утримували 300 чоловіків,300,-9999
місто,Сталінська,,Краматорськ,48.738966999999995,37.58435,"На Крейдяній горі, біля бараків німецького концтабору
розстріляно 3500 чоловіків. За іншими даними загинули 3 тисячі осіб, і це був табір для військовополонених та цивільного населення.",-9999,3500
місто,Сталінська,,Красноармійськ,48.282193,37.1847804,У приміщенні школи на вулиці Кагановича утримували заарештованих для покарання строком на півроку: 100-120 осіб.,120,-9999
місто,Сталінська,,Макіївка,48.0459557,37.9666901,Концтабір для політв'язнів та активістів був розташований на території колишньої колонії НКВС. З 1158 в'язнів загинуло не менше 500 осіб.,1158,500
